,date,pm02_no.001,atmp_no.001,rhum_no.001,pm02_no.002,atmp_no.002,rhum_no.002,pm02_no.003,atmp_no.003,rhum_no.003,pm02_no.004,atmp_no.004,rhum_no.004,pm02_no.005,atmp_no.005,rhum_no.005,pm02_no.006,atmp_no.006,rhum_no.006,pm02_no.007,atmp_no.007,rhum_no.007,pm02_no.008,atmp_no.008,rhum_no.008,pm02_no.009,atmp_no.009,rhum_no.009,pm02_no.010,atmp_no.010,rhum_no.010,pm02_no.011,atmp_no.011,rhum_no.011,pm02_no.012,atmp_no.012,rhum_no.012,pm02_no.013,atmp_no.013,rhum_no.013,pm02_no.014,atmp_no.014,rhum_no.014,pm02_no.015,atmp_no.015,rhum_no.015,pm02_no.016,atmp_no.016,rhum_no.016,pm02_no.017,atmp_no.017,rhum_no.017,pm02_no.018,atmp_no.018,rhum_no.018,pm02_no.019,atmp_no.019,rhum_no.019,pm02_no.020,atmp_no.020,rhum_no.020,pm02,atmp,rhum
17,08/10/2024 09:00,644.77,16.76666667,68.58866667,648.3666667,16.83333333,68.33516667,636.3083333,15.96766667,72.74483333,649.4266667,16.03716667,72.45666667,646.4516667,16.875,68.94016667,623.4066667,16.783,68.34066667,643.685,16.61183333,69.4385,633.8333333,16.22533333,71.70033333,642.185,16.283,71.487,637.7366667,16.46683333,69.75633333,638.2816667,16.63683333,69.13083333,642.6816667,16.653,68.487,647.46,16.45016667,71.41283333,644.9783333,17.1365,67.59083333,632.12,16.59583333,70.30166667,676.335,16.46566667,70.22183333,630.4,16.836,68.25433333,630.0866667,16.21816667,70.5405,655.6133333,15.86933333,74.02733333,649.2583333,16.19,70.7615,626.7355921,15.51364335,76.70257173
18,08/10/2024 13:00,35.12833333,17.89383333,65.42466667,33.97833333,17.908,65.36183333,31.215,17.00133333,69.32233333,33.84,17.189,68.41716667,37.51166667,17.85166667,66.5825,27.35666667,17.73016667,65.80583333,32.37333333,17.48366667,66.93283333,30.08833333,17.13733333,69.09233333,30.82833333,17.49966667,67.0805,35.70166667,17.53416667,66.45366667,31.145,17.5615,66.34483333,33.95166667,17.53833333,65.971,36.63166667,17.6765,67.088,32.2,18.00616667,65.77783333,29.13333333,17.74383333,66.89783333,46.84,17.54916667,66.68366667,27.55833333,18.00483333,64.97433333,29.15,17.03716667,68.42516667,36.02333333,17.02533333,70.09016667,32.83333333,17.17333333,67.76716667,54.89414087,16.33732808,75.55338093
19,08/10/2024 14:00,266.225,17.9435,66.03733333,244.6016667,18.0445,65.74366667,242.5016667,17.1135,69.63216667,255.585,17.255,68.82683333,258.9366667,18.01,66.86733333,207.62,17.8405,66.19166667,236.2516667,17.63566667,67.4105,230.705,17.19166667,69.5,235.0083333,17.614,67.4765,258.0183333,17.64316667,66.88683333,234.6733333,17.68483333,66.89416667,240.0316667,17.653,66.27016667,259.7333333,17.776,67.779,250.8366667,18.137,66.28466667,224.0066667,17.86266667,67.23366667,343.0566667,17.6045,67.42266667,224.2433333,18.11583333,65.34816667,220.5333333,17.14133333,68.69133333,292.9166667,17.02766667,70.716,233.0783333,17.26083333,68.0655,448.8030953,16.35618422,75.9272778
20,08/10/2024 15:00,276.8133333,18.0265,70.37483333,262.4166667,17.96416667,70.15383333,258.9016667,17.13416667,74.153,275.57,17.20433333,73.55683333,272.1366667,18.00266667,71.332,225.6833333,17.8405,70.608,250.7983333,17.58433333,71.90483333,254.165,17.06466667,74.60383333,258.8066667,17.41733333,72.554,271.6816667,17.454,71.77533333,261.27,17.51266667,71.78416667,258.0016667,17.48983333,71.22766667,278.22,17.7195,72.27116667,268.15,17.9815,70.97833333,249.895,17.61433333,72.26033333,358.2466667,17.65833333,71.8475,233.63,18.19633333,69.62416667,248.3633333,17.08066667,73.47966667,306.7483333,16.94816667,75.67483333,250.3516667,17.10233333,73.1265,474.3506413,15.97824457,82.16193148
21,08/10/2024 16:00,122.8316667,17.62416667,70.60266667,107.335,17.69066667,70.264,112.0083333,16.719,75.42833333,116.4383333,16.81566667,74.7055,113.4383333,17.70233333,71.475,94.11333333,17.529,70.80866667,106.4866667,17.27933333,72.31033333,101.745,16.7495,75.44733333,101.9433333,17.065,73.44833333,109.1716667,17.15033333,72.55433333,104.2583333,17.231,72.28716667,104.9666667,17.22066667,71.89516667,116.325,17.3475,72.77216667,113.1466667,17.737,70.9865,98.62166667,17.28383333,72.8405,156.0533333,17.23033333,72.58983333,104.845,17.85216667,69.8155,101.3666667,16.72033333,74.57716667,125.785,16.50166667,77.15866667,102.2833333,16.76366667,74.11983333,322.2369952,15.6653963,83.07069172
22,08/10/2024 17:00,208.1383333,17.35833333,70.977,170.6633333,17.5705,70.24266667,183.08,16.501,75.78233333,185.7133333,16.642,74.9555,177.1833333,17.548,71.2635,153.0616667,17.29883333,71.346,174.8216667,17.1335,72.51233333,164.9216667,16.51633333,76.0385,162.7016667,17.03933333,73.11283333,179.33,17.05116667,72.45333333,165.5466667,17.099,72.2835,162.6533333,17.09766667,71.90983333,184.6683333,17.2535,72.6475,184.405,17.581,70.7845,158.8116667,17.262,72.4955,262.7966667,16.96966667,73.07233333,180.52,17.61616667,69.74433333,167.0183333,16.48633333,75.002,200.8233333,16.35283333,77.34783333,161.8183333,16.63,74.17783333,410.5486826,15.489681,83.19838095
23,08/10/2024 18:00,9.451666667,17.20333333,69.68016667,7.52,17.18583333,69.77916667,7.67,16.35683333,74.40316667,8.425,16.41283333,74.0225,8.57,17.293,70.1525,6.886666667,17.18683333,69.8345,7.391666667,16.8935,71.394,8.008333333,16.306,74.86783333,7.251666667,16.561,73.09733333,8.23,16.54983333,72.55883333,7.746666667,16.83083333,71.475,7.606666667,16.78066667,71.19216667,8.195,16.962,71.93866667,8.39,17.2785,70.07666667,7.52,16.74883333,72.628,11.675,16.83866667,71.714,7.026666667,17.52333333,68.10883333,7.373333333,16.28566667,73.883,9.241666667,16.0545,76.69983333,7.538333333,16.37466667,73.3645,30.2850641,15.3575919,81.3937156
24,08/10/2024 19:00,2.05,16.93883333,70.455,1.726666667,16.83466667,70.97383333,1.59,16.13866667,75.00216667,1.82,16.154,74.7935,1.835,16.92716667,71.45233333,1.453333333,16.90483333,70.586,1.613333333,16.55483333,72.59033333,1.748333333,16.07266667,75.5665,1.561666667,16.201,74.53483333,1.831666667,16.182,74.03016667,1.711666667,16.53283333,72.39116667,1.716666667,16.41983333,72.41466667,1.858333333,16.64266667,72.9935,1.745,16.95766667,71.13166667,1.666666667,16.37033333,74.1335,2.568333333,16.5965,72.43166667,1.45,17.24216667,68.92183333,1.546666667,16.0725,74.44583333,1.98,15.7805,77.747,1.72,16.08983333,74.28366667,5.122738517,15.21972813,81.47670543
25,08/10/2024 20:00,1.27,16.79216667,71.80616667,1.118333333,16.669,72.42866667,0.965,16.00216667,76.18316667,1.111666667,16.01933333,76.1455,1.178333333,16.74283333,73.05233333,0.936666667,16.7235,72.03866667,1.011666667,16.37566667,74.01916667,1.068333333,15.95183333,76.761,1.011666667,16.05633333,75.9145,1.148333333,16.01533333,75.52466667,1.05,16.37033333,73.8505,1.05,16.24283333,73.91916667,1.166666667,16.49466667,74.4515,1.113333333,16.79766667,72.5565,1.046666667,16.21216667,75.51816667,1.66,16.46116667,73.62483333,0.881666667,17.06416667,70.18566667,0.95,15.95083333,75.56366667,1.165,15.64966667,79.05133333,1.123333333,15.9365,75.67216667,3.194700983,15.18877383,82.21298807
26,08/10/2024 21:00,1.161666667,16.72583333,72.71666667,1.06,16.61666667,73.367,0.89,15.94366667,77.14166667,1.038333333,15.95216667,77.11633333,1.131666667,16.68716667,73.951,0.855,16.64,73.0135,0.893333333,16.32366667,74.92916667,1.023333333,15.89116667,77.67616667,0.926666667,16.00966667,76.8225,1.103333333,15.985,76.40916667,0.973333333,16.33016667,74.713,1.016666667,16.184,74.9365,1.163333333,16.44383333,75.35716667,1.025,16.75183333,73.47883333,0.975,16.16433333,76.46433333,1.581666667,16.3795,74.68933333,0.805,16.98933333,71.19783333,0.865,15.8825,76.52783333,1.131666667,15.5895,80.01083333,1.045,15.87433333,76.58966667,3.17516645,15.18204435,82.95879055
27,08/10/2024 22:00,1.083333333,16.70366667,73.06516667,1.033333333,16.605,73.7185,0.858333333,15.92833333,77.52466667,0.968333333,15.93483333,77.519,1.041666667,16.675,74.278,0.751666667,16.60666667,73.47133333,0.801666667,16.29166667,75.3595,0.96,15.89416667,77.976,0.831666667,16.00016667,77.17183333,1.04,15.972,76.78466667,0.948333333,16.31733333,75.04783333,0.948333333,16.15966667,75.37833333,1.086666667,16.42666667,75.718,0.998333333,16.73133333,73.84216667,0.943333333,16.1575,76.822,1.505,16.36716667,75.01216667,0.793333333,16.96883333,71.58116667,0.815,15.86616667,76.9315,1.031666667,15.57916667,80.36833333,1.02,15.8715,76.92116667,3.0153656,15.18377912,83.14991645
28,08/10/2024 23:00,1.158333333,16.68433333,73.0675,0.97,16.59916667,73.706,0.833333333,15.92916667,77.4475,1.001666667,15.92316667,77.52616667,1.018333333,16.66216667,74.2685,0.826666667,16.59983333,73.47866667,0.808333333,16.28716667,75.34433333,0.905,15.8795,78.01066667,0.831666667,15.99716667,77.1535,1.015,15.9615,76.78733333,0.896666667,16.3125,75.0225,0.851666667,16.1515,75.37783333,1.046666667,16.4175,75.69283333,0.948333333,16.72,73.83566667,0.898333333,16.147,76.84516667,1.46,16.36066667,74.956,0.768333333,16.95566667,71.60116667,0.82,15.86133333,76.916,1.028333333,15.568,80.373,1.048333333,15.85916667,76.94633333,2.919839517,15.18305868,83.0575298
29,09/10/2024,1.2,16.67083333,72.92083333,1.07,16.58533333,73.57066667,0.926666667,15.90433333,77.37466667,1.09,15.90733333,77.38583333,1.12,16.64483333,74.12916667,0.855,16.57266667,73.37733333,0.881666667,16.27083333,75.21766667,0.975,15.86716667,77.8465,0.925,15.97883333,77.0065,1.175,15.94383333,76.65833333,0.921666667,16.29416667,74.88216667,1.008333333,16.12666667,75.295,1.098333333,16.40033333,75.52266667,1.026666667,16.69766667,73.71866667,0.99,16.13516667,76.6965,1.533333333,16.342,74.834,0.821666667,16.93883333,71.49166667,0.853333333,15.84633333,76.80616667,1.17,15.5545,80.2505,1.038333333,15.84633333,76.775,3.097588182,15.17553782,82.92690322
30,09/10/2024 01:00,1.351666667,16.60616667,72.63783333,1.221666667,16.54916667,73.13616667,1.055,15.85433333,77.07683333,1.251666667,15.84366667,77.09016667,1.271666667,16.60433333,73.74466667,0.921666667,16.537,72.93666667,0.98,16.23616667,74.8405,1.073333333,15.8335,77.42066667,1.011666667,15.93716667,76.5605,1.291666667,15.90283333,76.20516667,1.07,16.252,74.46483333,1.121666667,16.0865,74.88016667,1.256666667,16.347,75.12333333,1.101666667,16.66216667,73.28283333,1.121666667,16.10433333,76.28433333,1.796666667,16.283,74.55616667,0.906666667,16.888,71.16783333,1.001666667,15.81016667,76.422,1.25,15.50633333,79.881,1.171666667,15.8045,76.39083333,3.588314317,15.1032839,82.43054267
31,09/10/2024 02:00,1.321666667,16.56,72.4965,1.111666667,16.5055,72.94916667,0.941666667,15.81,76.9385,1.121666667,15.77366667,77.04716667,1.183333333,16.55616667,73.58783333,0.911666667,16.48716667,72.77166667,0.94,16.18233333,74.76466667,1.046666667,15.78016667,77.2715,0.97,15.89516667,76.39566667,1.236666667,15.84466667,76.07666667,1.028333333,16.20483333,74.3245,1.091666667,16.0365,74.71633333,1.205,16.299,74.98633333,1.066666667,16.60766667,73.106,1.006666667,16.04783333,76.24783333,1.681666667,16.23366667,74.42566667,0.843333333,16.83833333,71.01166667,0.911666667,15.76566667,76.31033333,1.193333333,15.45016667,79.702,1.086666667,15.74816667,76.28533333,3.5265702,15.0756805,82.1438686
32,09/10/2024 03:00,1.045,16.50316667,72.48033333,0.876666667,16.4555,72.94483333,0.78,15.75216667,76.915,0.91,15.723,77.02233333,0.941666667,16.50683333,73.556,0.731666667,16.42133333,72.81416667,0.753333333,16.14183333,74.73733333,0.813333333,15.70516667,77.34516667,0.768333333,15.85583333,76.34516667,0.943333333,15.80766667,76.035,0.803333333,16.16633333,74.2645,0.908333333,15.99616667,74.65466667,0.963333333,16.2595,74.91716667,0.846666667,16.55483333,73.09916667,0.876666667,16.01166667,76.18733333,1.366666667,16.17716667,74.4145,0.716666667,16.78933333,70.96016667,0.755,15.69516667,76.36966667,0.985,15.404,79.64,0.818333333,15.68533333,76.27783333,2.959203467,15.0087072,82.1846317
33,09/10/2024 04:00,1.153333333,16.40733333,72.53016667,0.938333333,16.38933333,72.7995,0.823333333,15.6565,76.86633333,0.958333333,15.63133333,77.0225,1,16.44533333,73.33383333,0.751666667,16.3345,72.81683333,0.821666667,16.07966667,74.54116667,0.893333333,15.60433333,77.40516667,0.868333333,15.77233333,76.3195,1.033333333,15.731,76.02316667,0.883333333,16.10116667,74.0765,0.893333333,15.93,74.51483333,1.031666667,16.16933333,74.8545,0.915,16.47216667,73.0345,0.891666667,15.94216667,76.02366667,1.483333333,16.0765,74.42616667,0.708333333,16.711,70.8895,0.776666667,15.59566667,76.32683333,0.988333333,15.32566667,79.64283333,0.92,15.62,76.09683333,2.5638196,14.89825812,82.10082557
34,09/10/2024 05:00,4.5,16.3375,73.05916667,3.663333333,16.33716667,73.11483333,3.313333333,15.588,77.319,3.925,15.56866667,77.523,4.055,16.3875,73.7035,3.128333333,16.27383333,73.252,3.355,16.02666667,74.86983333,3.685,15.5485,77.87583333,3.45,15.70833333,76.7405,4.038333333,15.67666667,76.42883333,3.515,16.04016667,74.44016667,3.668333333,15.88283333,74.78183333,4.123333333,16.12683333,75.15816667,3.57,16.40516667,73.418,3.666666667,15.87983333,76.34,5.716666667,16.004,74.8315,2.898333333,16.641,71.278,3.303333333,15.54766667,76.6815,4.023333333,15.26433333,80.14366667,3.735,15.5655,76.48616667,6.513861833,14.89661427,82.17696893
35,09/10/2024 06:00,5.783333333,16.29966667,72.68783333,4.69,16.2875,72.833,4.265,15.54466667,76.96166667,5.03,15.52016667,77.286,5.251666667,16.34783333,73.392,3.973333333,16.257,72.82916667,4.405,15.986,74.52066667,4.848333333,15.49633333,77.62383333,4.455,15.65033333,76.43066667,5.381666667,15.62166667,76.12233333,4.701666667,15.97666667,74.30216667,4.776666667,15.84283333,74.4085,5.368333333,16.075,74.87766667,4.626666667,16.35533333,73.12116667,4.788333333,15.82116667,76.07866667,7.526666667,15.96016667,74.43816667,3.6,16.60433333,70.9255,4.39,15.51416667,76.31666667,5.198333333,15.20366667,79.86433333,4.843333333,15.49533333,76.39283333,7.946050867,14.81699348,82.12392193
36,09/10/2024 07:00,67.22,16.18333333,71.7,54.61,16.14316667,72.22966667,57.18333333,15.41483333,76.11733333,65.09,15.3915,76.3185,60.345,16.2015,72.7275,50.755,16.14383333,71.909,56.675,15.85183333,73.63633333,58.16166667,15.34316667,76.772,53.68166667,15.49633333,75.63033333,62.05833333,15.48533333,75.25233333,60.22833333,15.825,73.6205,56.595,15.71383333,73.62366667,58.45666667,15.93366667,74.148,65.46,16.22616667,72.35183333,55.27333333,15.66616667,75.345,92.69333333,15.82483333,73.67866667,57.615,16.49383333,70.11766667,54.39666667,15.36983333,75.50383333,70.585,15.06583333,78.92716667,57.19166667,15.3255,75.66066667,89.0518167,14.58090497,81.38937797
